Número do processo;Número da licença;Tipo da licença;Situação;Data do protocolo;Data de emissão;Data de vencimento da licença;Texto da licença;Extrato da licença;Órgão responsável;Código da tipologia;Descrição da tipologia;Potencial poluidor;Porte do empreendimento;Nome do empreendedor;CPF/CNPJ do empreendedor;Logradouro do empreendedor;Número do endereço do empreendedor;Distrito do empreendedor;Município do empreendedor;CEP do empreendedor;UF do empreendedor;Nome do empreendimento;Classe do empreendimento;CPF/CNPJ do empreendimento;Logradouro do empreendimento;Número do endereço do empreendimento;Distrito do empreendimento;Município do empreendimento;CEP do empreendimento;UF do empreendimento;Outros municípios;Bacia hidrográfica;Rio;Latitude;Longitude
620036216;62001107;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-05-29;2017-08-16;2019-02-16;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100001;"ATERROS SANITÁRIOS; GESTÃO DE";0;N;;;;;;;;;MUNICIPIO DE JALES - ATERRO SANITÁRIO;;45.131.885/0001-04;RODOVIA VITÓRIO PRANDI;S/N  ;;JALES;15700000;SP;;82;;7754211;547433
510022410;51001060;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-06-01;2017-12-29;2019-12-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22930101012;"REBOQUES, SEMIRREBOQUES OU CARRETAS COM CARROCERIA ABERTA; FABRICAÇÃO ";3;N;;;;;;;;;FACCHINI S/A;;03.509.978/0005-03;AVENIDA DOM PEDRO I;2321 ;;VOTUPORANGA;15502040;SP;;91;;7743597;605641
70007814;7006307;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-06-01;2017-09-22;2019-09-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400001;"ÁLCOOL ANIDRO OU HIDRATADO PARA FINS CARBURANTES; FABRICAÇÃO DE";1;N;;;;;;;;;RAÍZEN ENERGIA S/A - FILIAL DOIS CÓRREGOS;;08.070.508/0072-61;FAZENDA SANTO ANTÔNIO;0    ;;DOIS CÓRREGOS;17300000;SP;;21;;;
210064516;21008378;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-06-12;2019-05-21;2021-07-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22342702008;"PRODUTOS DE OLARIA; FABRICAÇÃO DE";3;S;;;;;;;;;PESSOTI INDÚSTRIA E COMÉRCIO DE MATERIAIS CERÂMICOS LTDA. - ME;;11.021.872/0001-52;SITIO PESSOTI;S/N  ;;SÃO PEDRO;13520000;SP;;14;;7505200;209970
210064516;21007601;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-06-12;2017-07-22;2021-07-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22342702008;"PRODUTOS DE OLARIA; FABRICAÇÃO DE";3;S;;;;;;;;;PESSOTI INDÚSTRIA E COMÉRCIO DE MATERIAIS CERÂMICOS LTDA. - ME;;11.021.872/0001-52;SITIO PESSOTI;S/N  ;;SÃO PEDRO;13520000;SP;;14;;7505200;209970
31008014;3005870;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-06-12;2018-06-16;2020-03-05;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22092401015;"EXPLOSIVOS; FABRICAÇÃO DE";3;N;;;;;;;;;EXPLOVALE INDÚSTRIA E COMÉRCIO DE EXPLOSIVOS LTDA.;;05.933.838/0001-51;ESTRADA MUNICIPAL CELESTINO FERNANDES DA SILV;     ;;CRUZEIRO;12701970;SP;;61;;7501314;495709
40021816;4007283;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-06-21;2017-10-06;2022-10-06;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000013;"RESÍDUOS INDUSTRIAIS PARA CO-PROCESSAMENTO; PREPARAÇÃO DE";0;N;;;;;;;;;ZULMIRA RESÍDUOS LTDA;;19.916.514/0001-10;RUA PERU;2340 ;;RIBEIRÃO PRETO;14075310;SP;;72;;7658775;211496
620021816;62001195;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-06-23;2017-11-09;2019-11-09;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;VALE DO PARANÁ S/A - ÁLCOOL E AÇÚCAR;;05.938.884/0001-43;RODOVIA SP-595;S/N.º;;SUZANÁPOLIS;15380000;SP;;82;;7745304;496534
140033605;14007809;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-06-27;2017-07-27;2019-07-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22013402007;"FERTILIZANTES FOSFATADOS, NITROGENADOS E POTÁSSICOS; FABRICAÇÃO DE";3;N;;;;;;;;;FERTIBOM INDÚSTRIAS LTDA.;;00.191.202/0001-68;RODOVIA COMENDADOR PEDRO MONTELEONE - SP 351;     ;;CATANDUVA;15804500;SP;;81;;7664333;711250
30018014;3005872;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-07-03;2018-06-23;2020-03-05;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22092401015;"EXPLOSIVOS; FABRICAÇÃO DE";3;N;;;;;;;;;EXPLOVALE INDÚSTRIA E COMÉRCIO DE EXPLOSIVOS LTDA.;;05.933.838/0001-51;ESTRADA MUNICIPAL CELESTINO FERNANDES DA SILV;     ;;CRUZEIRO;12701970;SP;;61;;7501314;495709
50008417;5008817;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-07-03;2017-10-27;2019-10-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22099199020;FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE;3;N;;;;;;;;;HIDROALL DO BRASIL LTDA.;;53.877.684/0001-70;RODOVIA VISCONDE DE PORTO SEGURO;2760 ;;VALINHOS;13278327;SP;;14;;7455485;294446
50008417;5009322;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-07-03;2018-10-08;2020-10-08;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22099199020;FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE;3;N;;;;;;;;;HIDROALL DO BRASIL LTDA.;;53.877.684/0001-70;RODOVIA VISCONDE DE PORTO SEGURO;2760 ;;VALINHOS;13278327;SP;;14;;7455485;294446
140082604;14008470;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-07-10;2019-05-24;2021-05-24;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;ONDA VERDE AGROCOMERCIAL S.A.;;04.248.044/0002-77;ESTANCIA VALE DO RIO TURVO;S/N  ;;ONDA VERDE;15450000;SP;;81;;7720941;687765
141088915;14008543;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-07-10;2019-07-22;2022-07-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810006001;"AREIA LAVADA PARA CONSTRUÇÃO; EXTRAÇÃO DE";;N;;;;;;;;;COPLAN CONSTRUTORA PLANALTO LTDA;;49.681.778/0014-17;RODOVIA  SP 304;0    ;;MENDONÇA;15220000;SP;;21;;7651564;652193
350004810;68000307;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-07-11;2018-01-10;2023-01-10;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23600601010;ÁGUA, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE;3;N;;;;;;;;;CIA DE SANEAMENTO BASICO DO ESTADO DE SP -SABESP (ETA MARANDUBA);;43.776.517/1007-29;AVENIDA FUJIO IWAI;730  ;;UBATUBA;11681500;SP;;52;;7397161;474858
350004810;68000347;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-07-11;2018-10-02;2023-10-02;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23600601010;ÁGUA, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE;3;N;;;;;;;;;CIA DE SANEAMENTO BASICO DO ESTADO DE SP -SABESP (ETA MARANDUBA);;43.776.517/1007-29;AVENIDA FUJIO IWAI;730  ;;UBATUBA;11681500;SP;;52;;7397161;474858
210061816;21007893;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-07-18;2018-04-04;2022-04-04;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22522500001;CALDEIRAS GERADORAS DE VAPOR PARA USOS DIVERSOS - EXCETO PARA AQUECIME;0;N;;;;;;;;;DANPOWER CALDEIRAS E EQUIPAMENTOS LTDA.;;04.405.780/0003-72;RUA ANTONIO GRANEIRO LOPES FILHO;301  ;;PIRACICABA;13413096;SP;;14;;7491536;232304
140052217;14007930;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-07-24;2017-10-25;2021-10-25;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21032599004;"BATATA FRITA E APERITIVOS A BASE DE BATATA; PRODUÇÃO DE";;S;;;;;;;;;LEANDRO GARCIA DE OLIVEIRA - BATATAS - ME;;22.578.655/0001-84;RUA RAUL VIEIRA LUZ;100  ;;JOSÉ BONIFÁCIO;15200000;SP;;22;;;
511025414;51001092;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-08-01;2017-12-29;2021-12-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22823200009;"EXAUSTORES INDUSTRIAIS EQUIPADOS OU NÃO COM MOTORES ELÉTRICOS; FABRICA";1;S;;;;;;;;;A P C MADI EQUIPAMENTOS EIRELI - ME;;10.599.234/0001-50;RUA SEBASTIÃO MARQUES DA SILVA;476  ;;VOTUPORANGA;15508506;SP;;91;;7745523;605310
600035217;60005931;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-08-08;2021-12-22;2022-08-31;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22051700017;"DEFENSIVOS AGRÍCOLAS, N.E.; FABRICAÇÃO DE";3;N;;;;;;;;;BALLAGRO AGRO TECNOLOGIA LTDA;;06.789.993/0001-09;ESTRADA MUNICIPAL  CARLOS GEBIM;2353 ;;BOM JESUS DOS PERDÕES;12955000;SP;;14;;7441962;347558
600035217;60005013;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-08-08;2018-01-12;2020-01-12;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22051700017;"DEFENSIVOS AGRÍCOLAS, N.E.; FABRICAÇÃO DE";3;N;;;;;;;;;BALLAGRO AGRO TECNOLOGIA LTDA;;06.789.993/0001-09;ESTRADA MUNICIPAL  CARLOS GEBIM;2353 ;;BOM JESUS DOS PERDÕES;12955000;SP;;14;;7441962;347558
600035217;60005212;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-08-08;2018-08-21;2020-01-12;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22051700017;"DEFENSIVOS AGRÍCOLAS, N.E.; FABRICAÇÃO DE";3;N;;;;;;;;;BALLAGRO AGRO TECNOLOGIA LTDA;;06.789.993/0001-09;ESTRADA MUNICIPAL  CARLOS GEBIM;2353 ;;BOM JESUS DOS PERDÕES;12955000;SP;;14;;7441962;347558
400014917;40001689;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-08-08;2017-09-27;2021-09-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22812700013;"MOTOBOMBAS; FABRICAÇÃO DE";3;S;;;;;;;;;PRIME EQUIPAMENTOS DE BOMBEAMENTO LTDA. - EPP;;08.413.560/0001-80;VIA DE ACESSO SEBASTIÃO FIOREZE;284  ;;MONTE AZUL PAULISTA;14730000;SP;;81;;7686314;743364
701001214;70000577;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-08-08;2019-06-24;2023-06-24;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22342702008;"PRODUTOS DE OLARIA; FABRICAÇÃO DE";2;S;;;;;;;;;AIRTON CARLOS MATOS ITAPEVA;;00.000.000/0000-00;AVENIDA GERALDINO VIEIRA DE QUEIROZ - KM 3,2;S/Nº ;;ITAPEVA;18400000;SP;;42;;7350074;710464
481013114;48004497;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-08-25;2017-11-06;2019-11-06;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22452100006;METAIS NÃO FERROSOS, FUNDIÇÃO DE;3;N;;;;;;;;;TERMOMECÂNICA SÃO PAULO S/A;;59.106.666/0002-52;RUA JOAO DAPRAT;145  ;;SÃO BERNARDO DO CAMPO;9600010;SP;;2;;7381362;341197
400010117;40001751;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-09-01;2018-01-26;2021-01-26;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21095300013;"MOLHOS; PREPARAÇÃO DE";3;N;;;;;;;;;SÓ FRUTA ALIMENTOS LTDA.;;11.085.742/0001-83;ACESSO ANEL VIÁRIO JÚLIO ROBIM;01   ;;GUAÍRA;14790000;SP;;71;;7752172;782136
71023415;7006427;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-09-05;2018-01-08;2021-01-08;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22399199005;"ARTIGOS DE ASFALTO E PRODUTOS SEMELHANTES, N.E.; FABRICAÇÃO DE";3;N;;;;;;;;;SIKA S.A.;;33.081.704/0024-81;RUA ROD JULIANO LORENZETTI  KM 304 ROD MAL RO;S/N  ;;LENÇÓIS PAULISTA;18682970;SP;;21;;7502730;724440
40024212;4007378;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-09-14;2018-03-15;2020-03-15;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;PEDRA AGROINDUSTRIAL S/A;;71.304.687/0001-05;FAZENDA DA PEDRA;     ;;SERRANA;14150000;SP;;72;;7656032;227078
400016617;40001720;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-09-18;2017-11-23;2021-11-23;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20210108001;"CARVÃO VEGETAL (FLORESTAS PLANTADAS); PRODUÇÃO DE";;S;;;;;;;;;MAURICIO BEDANA - ME;;12.115.830/0001-43;SITIO NOSSA SENHORA APARECIDA;S/N  ;;MONTE AZUL PAULISTA;14730000;SP;;81;;;
10004083;32009475;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-09-19;2017-11-21;2021-02-25;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21922599010;"GRAXAS LUBRIFICANTES; FABRICAÇÃO DE";3;N;;;;;;;;;ICONIC LUBRIFICANTES S.A;;05.524.572/0016-70;RUA VICENTE RODRIGUES DA SILVA;356  ;;OSASCO;6230092;SP;;2;;7398015;317065
10004083;32008979;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-09-19;2017-11-21;2019-11-21;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21922599010;"GRAXAS LUBRIFICANTES; FABRICAÇÃO DE";3;N;;;;;;;;;ICONIC LUBRIFICANTES S.A;;05.524.572/0016-70;RUA VICENTE RODRIGUES DA SILVA;356  ;;OSASCO;6230092;SP;;2;;7398015;317065
360058911;36010153;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-09-22;2017-12-22;2022-12-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23701100009;ESTAÇÃO ELEVATÓRIA DE ESGOTO;3;N;;;;;;;;;CIA DE SANEAMENTO BÁSICO DO EST.DE SP - EEE FINAL;;43.776.517/0465-03;RUA EDGARD MÁXIMO ZAMBOTTO;     ;;JARINU;13240000;SP;;13;;7447064;326068
340043217;34009565;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-09-26;2021-09-15;2022-03-19;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21340501003;ESTAMPARIA E TEXTURIZAÇÃO EM TECIDOS;3;N;;;;;;;;;COLORFLEX ESTAMPARIA LTDA.;;08.616.236/0001-69;RUA ALEXANDRE BASSORA;1070 ;;NOVA ODESSA;13387582;SP;;14;;7420238;245756
340043217;34008632;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-09-26;2019-03-19;2022-03-19;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21340501003;ESTAMPARIA E TEXTURIZAÇÃO EM TECIDOS;3;N;;;;;;;;;COLORFLEX ESTAMPARIA LTDA.;;08.616.236/0001-69;RUA ALEXANDRE BASSORA;1070 ;;NOVA ODESSA;13387582;SP;;14;;7420238;245756
340115316;34008155;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-10-04;2018-02-27;2020-02-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22013402006;"FERTILIZANTES COMPOSTOS NPK; FABRICAÇÃO DE";3;N;;;;;;;;;YARA BRASIL FERTILIZANTES SA;;92.660.604/0137-56;AVENIDA SÃO JUDAS TADEU;880  ;;SUMARÉ;13180570;SP;;14;;7470830;277458
180006212;18002885;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-10-08;2018-02-01;2022-02-01;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.28610101001;"ATENDIMENTO HOSPITALAR COM INTERNAÇÃO; ATIVIDADES DE";;N;;;;;;;;;ASSOCIAÇÃO HOSPITALAR CASA DE SAÚDE DE SANTOS;;18.290.268/0001-70;RUA DOUTOR ARMANDO DE SALES OLIVEIRA;131  ;;SANTOS;11050071;SP;;51;;;
140069505;14008023;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-10-05;2017-12-15;2019-12-15;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;COFCO INTERNATIONAL BRASIL S.A.;;06.315.338/0150-60;ESTRADA MUNICIPAL IBIRÁ A POTIRENDABA;S/N  ;;POTIRENDABA;15105000;SP;;21;;7665306;673868
110068216;11005087;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-10-11;2017-11-30;2022-11-30;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23701100005;"ESTAÇÕES DE TRATAMENTO DE ESGOTO (ETE); OPERAÇÃO DE";0;N;;;;;;;;;ALVES DE SOUZA EMP.IMOB.LTDA-ETE ESMERALDA RES.II E JDS.MONET E RENOIR;;13.474.438/0001-53;AVENIDA ESMERALDAS;0    ;;MARÍLIA;17516000;SP;;32;;7542758;613819
210083217;21008295;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-10-16;2019-03-29;2021-05-09;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810006002;"AREIA QUARTZOZAS; EXTRAÇÃO DE";3;N;;;;;;;;;MINERAÇÃO JUNDU LTDA.;;60.628.468/0022-81;ESTRADA ANALÂNDIA - CORUMBATAÍ, KM 05;0    ;;ANALÂNDIA;13550000;SP;;14;;7546720;227730
210083217;21007918;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-10-16;2018-05-09;2021-05-09;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810006002;"AREIA QUARTZOZAS; EXTRAÇÃO DE";3;N;;;;;;;;;MINERAÇÃO JUNDU LTDA.;;60.628.468/0022-81;ESTRADA ANALÂNDIA - CORUMBATAÍ, KM 05;0    ;;ANALÂNDIA;13550000;SP;;14;;7546720;227730
161013513;16010069;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-10-17;2017-12-08;2021-12-08;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.28610101011;"HOSPITAL GERAL; PÚBLICO OU PARTICULAR";0;N;;;;;;;;;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MAUÁ;;57.553.265/0001-34;RUA DOM JOSE GASPAR;1374 ;;MAUÁ;9370670;SP;;2;;7380319;351041
110026217;11005150;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-11-07;2018-01-23;2020-01-23;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22013401001;"ADUBOS E FERTILIZANTES ORGANOMINERAIS; FABRICAÇÃO DE";3;S;;;;;;;;;LETÍCIA KAREN WATANABE LOPES;;15.131.025/0001-00;CHACARA  GIRASSOL;S/Nº ;;BASTOS;17690000;SP;;31;;7575805;524912
140078913;14008468;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-11-09;2019-11-25;2021-11-25;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;COFCO INTERNATIONAL BRASIL S.A.;;06.315.338/0151-40;RODOVIA VICINAL JOSÉ FERNANDES;S/N  ;;CATANDUVA;15800970;SP;;81;;7665690;709948
680004210;68000319;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-11-17;2018-02-23;2023-02-23;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23600601010;ÁGUA, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE;3;N;;;;;;;;;CIA DE SAN. BÁSICO DO ESTADO DE SP SABESP - NOVA ETA BOIÇUCANGA;;43.776.517/0045-09;ESTRADA DO CASCALHO;90842;;SÃO SEBASTIÃO;11600000;SP;;52;;7370319;437651
160084010;16010270;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-11-17;2018-07-16;2023-07-16;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100002;DEPÓSITOS DE LIXO E ATERROS SANITÁRIOS PARA DISPOSIÇÃO DE RESÍDUOS NÃO;3;N;;;;;;;;;ATERRO SANITÁRIO MUNICIPAL DE SANTO ANDRÉ - PMSA - SEMASA;;57.604.530/0001-66;RUA FERNANDO COSTA;S/N  ;;SANTO ANDRÉ;9120305;SP;;2;;7380083;348319
630030816;63002560;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-11-20;2020-03-30;2023-03-30;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22391503022;PLACAS APARELHADAS DE MÁRMORE, GRANITO, ARDÓSIA E OUTRAS PEDRAS, PARA ;;S;;;;;;;;;GRANVISA MARMORES E GRANITOS LTDA - ME;;01.114.521/0009-90;RODOVIA SP-344;     ;;SÃO JOÃO DA BOA VISTA;13872500;SP;;73;;7572039;309748
630030816;63002339;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-11-20;2019-05-31;2022-05-31;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22391503022;PLACAS APARELHADAS DE MÁRMORE, GRANITO, ARDÓSIA E OUTRAS PEDRAS, PARA ;;S;;;;;;;;;GRANVISA MARMORES E GRANITOS LTDA - ME;;01.114.521/0009-90;RODOVIA SP-344;     ;;SÃO JOÃO DA BOA VISTA;13872500;SP;;73;;7572039;309748
540010111;11005256;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-11-21;2018-07-18;2020-07-18;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;LINS AGROINDUSTRIAL S.A.;;35.637.796/0001-72;ESTRADA MUNICIPAL PREFEITO CHIQUINHO JUNQUEIR;S/Nº ;;LINS;16419899;SP;;21;;7611279;651346
180071917;18002991;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-11-27;2018-09-11;2020-09-11;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22032100013;"RESINAS EPÓXI; FABRICAÇÃO DE";0;N;;;;;;;;;BLUE CUBE BRASIL COMERCIO DE PRODUTOS QUIMICOS LTDA;;20.920.259/0001-68;AVENIDA SANTOS DUMONT;4444 ;;GUARUJÁ;11460006;SP;;51;;7190001;462751
180071917;18002905;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-11-27;2018-04-12;2020-04-12;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22032100013;"RESINAS EPÓXI; FABRICAÇÃO DE";0;N;;;;;;;;;BLUE CUBE BRASIL COMERCIO DE PRODUTOS QUIMICOS LTDA;;20.920.259/0001-68;AVENIDA SANTOS DUMONT;4444 ;;GUARUJÁ;11460006;SP;;51;;7190001;462751
30021817;3005741;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-11-30;2018-01-25;2020-08-03;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810006003;"AREIA; EXTRAÇÃO DE";0;N;;;;;;;;;AREIA DO VALE EXTRACAO E COMERCIO LTDA.;;61.236.386/0001-20;RUA VEREADOR ABEL FABRÍCIO DIAS - KM 63;S/Nº ;;PINDAMONHANGABA;12445140;SP;;61;;7470110;458801
140069505;14008073;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-12-01;2018-01-30;2020-01-30;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;COFCO INTERNATIONAL BRASIL S.A.;;06.315.338/0150-60;ESTRADA MUNICIPAL IBIRÁ A POTIRENDABA;S/N  ;;POTIRENDABA;15105000;SP;;21;;7665306;673868
180024516;18003140;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-12-04;2019-08-26;2023-08-26;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.25211701001;ARMAZÉNS GERAIS (EMISSÃO DE WARRANT);3;N;;;;;;;;;ULTRACARGO LOGÍSTICA S/A;;14.688.220/0011-36;AVENIDA ENGENHEIRO AUGUSTO BARATA;     ;;SANTOS;11095650;SP;;51;;7353096;361460
180024516;18002866;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-12-04;2017-12-22;2021-12-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.25211701001;ARMAZÉNS GERAIS (EMISSÃO DE WARRANT);3;N;;;;;;;;;ULTRACARGO LOGÍSTICA S/A;;14.688.220/0011-36;AVENIDA ENGENHEIRO AUGUSTO BARATA;     ;;SANTOS;11095650;SP;;51;;7353096;361460
360020017;36010204;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-12-08;2018-01-16;2020-10-20;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22061400004;"DETERGENTES PARA USO INSTITUCIONAL E DOMÉSTICO; FABRICAÇÃO DE";3;N;;;;;;;;;UNILEVER BRASIL INDUSTRIAL LTDA.;;01.615.814/0028-13;RODOVIA ENGENHEIRO ERMENIO DE OLIVEIRA PENTEA;     ;;INDAIATUBA;13340600;SP;;13;;7441360;274040
570046711;57002592;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2017-12-11;2018-05-18;2023-05-18;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100002;DEPÓSITOS DE LIXO E ATERROS SANITÁRIOS PARA DISPOSIÇÃO DE RESÍDUOS NÃO;0;N;;;;;;;;;ENGEP AMBIENTAL LTDA.;;17.354.555/0002-15;ESTRADA MUNICIPAL OLAVO VIEIRA VILELA, KM 4;S/N.º;;JAMBEIRO;12270000;SP;;61;;7426220;422958
